Country,Role,AR,WG,Total Country Authors,Total Authors,Percentage of Authors in Country
Hungary,Lead Author,5,2,1,236,0.4237
Hungary,Lead Author,5,3,2,243,0.8230
Hungary,Review Editor,3,1,0,21,0.0000
Hungary,Review Editor,3,2,0,34,0.0000
Hungary,Review Editor,3,3,0,19,0.0000
Hungary,Review Editor,4,1,0,26,0.0000
Hungary,Review Editor,4,2,0,46,0.0000
Hungary,Review Editor,4,3,0,26,0.0000
Hungary,Review Editor,5,1,1,50,2.0000
Hungary,Review Editor,5,2,0,66,0.0000
Hungary,Review Editor,5,3,1,36,2.7778
Hungary,Contributing Author,1,1,0,29,0.0000
Hungary,Contributing Author,1,2,1,147,0.6803
Hungary,Contributing Author,1,3,0,9,0.0000
Hungary,Contributing Author,2,1,0,352,0.0000
Hungary,Contributing Author,2,2,2,294,0.6803
Hungary,Contributing Author,2,3,0,28,0.0000
Hungary,Contributing Author,3,1,0,518,0.0000
Hungary,Contributing Author,3,2,0,232,0.0000
Hungary,Contributing Author,3,3,0,71,0.0000
Hungary,Contributing Author,4,1,0,496,0.0000
Hungary,Contributing Author,4,2,0,217,0.0000
Hungary,Contributing Author,4,3,0,84,0.0000
Hungary,Contributing Author,5,1,0,603,0.0000
Hungary,Contributing Author,5,2,0,386,0.0000
Iceland,Coordinating Lead Author,1,1,0,34,0.0000
Iceland,Coordinating Lead Author,1,2,0,13,0.0000
Iceland,Coordinating Lead Author,1,3,0,19,0.0000
Iceland,Coordinating Lead Author,2,1,0,15,0.0000
Iceland,Coordinating Lead Author,2,2,0,43,0.0000
Iceland,Coordinating Lead Author,2,3,0,12,0.0000
Iceland,Coordinating Lead Author,3,1,0,23,0.0000
Iceland,Coordinating Lead Author,3,2,0,42,0.0000
Iceland,Coordinating Lead Author,3,3,0,20,0.0000
Iceland,Coordinating Lead Author,4,1,0,25,0.0000
Iceland,Coordinating Lead Author,4,2,0,51,0.0000
Iceland,Coordinating Lead Author,4,3,0,25,0.0000
Iceland,Coordinating Lead Author,5,1,0,29,0.0000
Iceland,Coordinating Lead Author,5,2,1,64,1.5625
Iceland,Coordinating Lead Author,5,3,0,34,0.0000
Iceland,Lead Author,1,1,0,214,0.0000
Iceland,Lead Author,1,2,0,11,0.0000
Iceland,Lead Author,1,3,0,43,0.0000
Iceland,Lead Author,2,1,0,84,0.0000
Iceland,Lead Author,2,2,0,287,0.0000
Iceland,Lead Author,2,3,0,65,0.0000
Iceland,Lead Author,3,1,0,137,0.0000
Iceland,Lead Author,3,2,0,184,0.0000
Iceland,Lead Author,3,3,0,139,0.0000
Iceland,Lead Author,4,1,0,139,0.0000
Iceland,Lead Author,4,2,1,197,0.5076
Iceland,Lead Author,4,3,0,175,0.0000
Iceland,Lead Author,5,1,0,195,0.0000
Iceland,Lead Author,5,2,1,236,0.4237
Iceland,Lead Author,5,3,0,243,0.0000
Iceland,Review Editor,3,1,0,21,0.0000
Iceland,Review Editor,3,2,0,34,0.0000
Iceland,Review Editor,3,3,0,19,0.0000
Iceland,Review Editor,4,1,0,26,0.0000
Iceland,Review Editor,4,2,0,46,0.0000
Iceland,Review Editor,4,3,0,26,0.0000
Iceland,Review Editor,5,1,0,50,0.0000
Iceland,Review Editor,5,2,0,66,0.0000
Iceland,Review Editor,5,3,0,36,0.0000
Iceland,Contributing Author,1,1,0,29,0.0000
Iceland,Contributing Author,1,2,0,147,0.0000
Iceland,Contributing Author,1,3,0,9,0.0000
Iceland,Contributing Author,2,1,1,352,0.2841
Iceland,Contributing Author,2,2,1,294,0.3401
Iceland,Contributing Author,2,3,0,28,0.0000
Iceland,Contributing Author,3,1,0,518,0.0000
Iceland,Contributing Author,3,2,0,232,0.0000
Iceland,Contributing Author,3,3,0,71,0.0000
Iceland,Contributing Author,4,1,0,496,0.0000
Iceland,Contributing Author,4,2,0,217,0.0000
Iceland,Contributing Author,4,3,0,84,0.0000
Iceland,Contributing Author,5,1,1,603,0.1658
Iceland,Contributing Author,5,2,0,386,0.0000
India,Coordinating Lead Author,1,1,1,34,2.9412
India,Coordinating Lead Author,1,2,0,13,0.0000
India,Coordinating Lead Author,1,3,1,19,5.2632
India,Coordinating Lead Author,2,1,0,15,0.0000
India,Coordinating Lead Author,2,2,0,43,0.0000
India,Coordinating Lead Author,2,3,2,12,16.6667
India,Coordinating Lead Author,3,1,0,23,0.0000
India,Coordinating Lead Author,3,2,2,42,4.7619
India,Coordinating Lead Author,3,3,2,20,10.0000
India,Coordinating Lead Author,4,1,0,25,0.0000
India,Coordinating Lead Author,4,2,3,51,5.8824
India,Coordinating Lead Author,4,3,3,25,12.0000
India,Coordinating Lead Author,5,1,1,29,3.4483
India,Coordinating Lead Author,5,2,3,64,4.6875
India,Coordinating Lead Author,5,3,4,34,11.7647
India,Lead Author,1,1,4,214,1.8692
India,Lead Author,1,2,0,11,0.0000
India,Lead Author,1,3,0,43,0.0000
India,Lead Author,2,1,2,84,2.3810
India,Lead Author,2,2,14,287,4.8780
India,Lead Author,2,3,4,65,6.1538
India,Lead Author,3,1,1,137,0.7299
India,Lead Author,3,2,6,184,3.2609
India,Lead Author,3,3,6,139,4.3165
India,Lead Author,4,1,5,139,3.5971
India,Lead Author,4,2,7,197,3.5533
India,Lead Author,4,3,6,175,3.4286
India,Lead Author,5,1,8,195,4.1026
India,Lead Author,5,2,5,236,2.1186
India,Lead Author,5,3,16,243,6.5844
India,Review Editor,3,1,1,21,4.7619
India,Review Editor,3,2,3,34,8.8235
India,Review Editor,3,3,4,19,21.0526
India,Review Editor,4,1,1,26,3.8462
India,Review Editor,4,2,1,46,2.1739
India,Review Editor,4,3,1,26,3.8462
India,Review Editor,5,1,1,50,2.0000
India,Review Editor,5,2,2,66,3.0303
India,Review Editor,5,3,1,36,2.7778
India,Contributing Author,1,1,0,29,0.0000
India,Contributing Author,1,2,2,147,1.3605
India,Contributing Author,1,3,0,9,0.0000
India,Contributing Author,2,1,3,352,0.8523
India,Contributing Author,2,2,4,294,1.3605
India,Contributing Author,2,3,2,28,7.1429
India,Contributing Author,3,1,3,518,0.5792
India,Contributing Author,3,2,4,232,1.7241
India,Contributing Author,3,3,3,71,4.2254
India,Contributing Author,4,1,1,496,0.2016
India,Contributing Author,4,2,5,217,2.3041
India,Contributing Author,4,3,3,84,3.5714
India,Contributing Author,5,1,6,603,0.9950
India,Contributing Author,5,2,8,386,2.0725
Indonesia,Coordinating Lead Author,1,1,0,34,0.0000
Indonesia,Coordinating Lead Author,1,2,0,13,0.0000
Indonesia,Coordinating Lead Author,1,3,0,19,0.0000
Indonesia,Coordinating Lead Author,2,1,0,15,0.0000
Indonesia,Coordinating Lead Author,2,2,0,43,0.0000
Indonesia,Coordinating Lead Author,2,3,0,12,0.0000
Indonesia,Coordinating Lead Author,3,1,0,23,0.0000
Indonesia,Coordinating Lead Author,3,2,1,42,2.3810
Indonesia,Coordinating Lead Author,3,3,0,20,0.0000
Indonesia,Coordinating Lead Author,4,1,0,25,0.0000
Indonesia,Coordinating Lead Author,4,2,0,51,0.0000
Indonesia,Coordinating Lead Author,4,3,0,25,0.0000
Indonesia,Coordinating Lead Author,5,1,0,29,0.0000
Indonesia,Coordinating Lead Author,5,2,0,64,0.0000
Indonesia,Coordinating Lead Author,5,3,0,34,0.0000
Indonesia,Lead Author,1,1,0,214,0.0000
Indonesia,Lead Author,1,2,0,11,0.0000
Indonesia,Lead Author,1,3,0,43,0.0000
Indonesia,Lead Author,2,1,0,84,0.0000
Indonesia,Lead Author,2,2,1,287,0.3484
Indonesia,Lead Author,2,3,0,65,0.0000
Indonesia,Lead Author,3,1,0,137,0.0000
Indonesia,Lead Author,3,2,2,184,1.0870
Indonesia,Lead Author,3,3,0,139,0.0000
Indonesia,Lead Author,4,1,0,139,0.0000
Indonesia,Lead Author,4,2,0,197,0.0000
Indonesia,Lead Author,4,3,2,175,1.1429
Indonesia,Lead Author,5,1,1,195,0.5128
Indonesia,Lead Author,5,2,0,236,0.0000
Indonesia,Lead Author,5,3,0,243,0.0000
Indonesia,Review Editor,3,1,0,21,0.0000
Indonesia,Review Editor,3,2,0,34,0.0000
Indonesia,Review Editor,3,3,1,19,5.2632
Indonesia,Review Editor,4,1,0,26,0.0000
Indonesia,Review Editor,4,2,1,46,2.1739
Indonesia,Review Editor,4,3,1,26,3.8462
Indonesia,Review Editor,5,1,0,50,0.0000
Indonesia,Review Editor,5,2,0,66,0.0000
Indonesia,Review Editor,5,3,0,36,0.0000
Indonesia,Contributing Author,1,1,0,29,0.0000
Indonesia,Contributing Author,1,2,1,147,0.6803
Indonesia,Contributing Author,1,3,0,9,0.0000
Indonesia,Contributing Author,2,1,0,352,0.0000
Indonesia,Contributing Author,2,2,0,294,0.0000
Indonesia,Contributing Author,2,3,0,28,0.0000
Indonesia,Contributing Author,3,1,0,518,0.0000
Indonesia,Contributing Author,3,2,0,232,0.0000
Indonesia,Contributing Author,3,3,0,71,0.0000
Indonesia,Contributing Author,4,1,0,496,0.0000
Indonesia,Contributing Author,4,2,0,217,0.0000
Indonesia,Contributing Author,4,3,0,84,0.0000
Indonesia,Contributing Author,5,1,0,603,0.0000
Indonesia,Contributing Author,5,2,0,386,0.0000
Iran,Coordinating Lead Author,1,1,0,34,0.0000
Iran,Coordinating Lead Author,1,2,0,13,0.0000
Iran,Coordinating Lead Author,1,3,0,19,0.0000
Iran,Coordinating Lead Author,2,1,0,15,0.0000
Iran,Coordinating Lead Author,2,2,0,43,0.0000
Iran,Coordinating Lead Author,2,3,0,12,0.0000
Iran,Coordinating Lead Author,3,1,0,23,0.0000
Iran,Coordinating Lead Author,3,2,0,42,0.0000
Iran,Coordinating Lead Author,3,3,0,20,0.0000
Iran,Coordinating Lead Author,4,1,0,25,0.0000
Iran,Coordinating Lead Author,4,2,0,51,0.0000
Iran,Coordinating Lead Author,4,3,0,25,0.0000
Iran,Coordinating Lead Author,5,1,0,29,0.0000
Iran,Coordinating Lead Author,5,2,0,64,0.0000
Iran,Coordinating Lead Author,5,3,0,34,0.0000
Iran,Lead Author,1,1,0,214,0.0000
Iran,Lead Author,1,2,0,11,0.0000
Iran,Lead Author,1,3,0,43,0.0000
Iran,Lead Author,2,1,0,84,0.0000
Iran,Lead Author,2,2,0,287,0.0000
Iran,Lead Author,2,3,0,65,0.0000
Iran,Lead Author,3,1,0,137,0.0000
Iran,Lead Author,3,2,0,184,0.0000
Iran,Lead Author,3,3,0,139,0.0000
Iran,Lead Author,4,1,1,139,0.7194
Iran,Lead Author,4,2,1,197,0.5076
Iran,Lead Author,4,3,0,175,0.0000
Iran,Lead Author,5,1,0,195,0.0000
Iran,Lead Author,5,2,0,236,0.0000
Iran,Lead Author,5,3,1,243,0.4115
Iran,Review Editor,3,1,0,21,0.0000
Iran,Review Editor,3,2,0,34,0.0000
Iran,Review Editor,3,3,0,19,0.0000
Iran,Review Editor,4,1,0,26,0.0000
Iran,Review Editor,4,2,0,46,0.0000
Iran,Review Editor,4,3,0,26,0.0000
Iran,Review Editor,5,1,1,50,2.0000
Iran,Review Editor,5,2,0,66,0.0000
Iran,Review Editor,5,3,0,36,0.0000
Iran,Contributing Author,1,1,0,29,0.0000
Iran,Contributing Author,1,2,0,147,0.0000
Iran,Contributing Author,1,3,0,9,0.0000
Iran,Contributing Author,2,1,0,352,0.0000
Iran,Contributing Author,2,2,0,294,0.0000
Iran,Contributing Author,2,3,0,28,0.0000
Iran,Contributing Author,3,1,0,518,0.0000
Iran,Contributing Author,3,2,0,232,0.0000
Iran,Contributing Author,3,3,0,71,0.0000
Iran,Contributing Author,4,1,1,496,0.2016
Iran,Contributing Author,4,2,0,217,0.0000
Iran,Contributing Author,4,3,0,84,0.0000
Iran,Contributing Author,5,1,0,603,0.0000
Iran,Contributing Author,5,2,0,386,0.0000
Ireland,Coordinating Lead Author,1,1,0,34,0.0000
Ireland,Coordinating Lead Author,1,2,0,13,0.0000
Ireland,Coordinating Lead Author,1,3,0,19,0.0000
Ireland,Coordinating Lead Author,2,1,0,15,0.0000
Ireland,Coordinating Lead Author,2,2,0,43,0.0000
Ireland,Coordinating Lead Author,2,3,0,12,0.0000
Ireland,Coordinating Lead Author,3,1,0,23,0.0000
Ireland,Coordinating Lead Author,3,2,0,42,0.0000
Ireland,Coordinating Lead Author,3,3,0,20,0.0000
Ireland,Coordinating Lead Author,4,1,0,25,0.0000
Ireland,Coordinating Lead Author,4,2,0,51,0.0000
Ireland,Coordinating Lead Author,4,3,0,25,0.0000
Ireland,Coordinating Lead Author,5,1,0,29,0.0000
Ireland,Coordinating Lead Author,5,2,0,64,0.0000
Ireland,Coordinating Lead Author,5,3,0,34,0.0000
Ireland,Lead Author,1,1,0,214,0.0000
Ireland,Lead Author,1,2,0,11,0.0000
Ireland,Lead Author,1,3,0,43,0.0000
Ireland,Lead Author,2,1,0,84,0.0000
Ireland,Lead Author,2,2,0,287,0.0000
Ireland,Lead Author,2,3,0,65,0.0000
Ireland,Lead Author,3,1,0,137,0.0000
Ireland,Lead Author,3,2,0,184,0.0000
Ireland,Lead Author,3,3,0,139,0.0000
Ireland,Lead Author,4,1,0,139,0.0000
Ireland,Lead Author,4,2,1,197,0.5076
Ireland,Lead Author,4,3,1,175,0.5714
Ireland,Lead Author,5,1,0,195,0.0000
Ireland,Lead Author,5,2,0,236,0.0000
Ireland,Lead Author,5,3,0,243,0.0000
Ireland,Review Editor,3,1,0,21,0.0000
Ireland,Review Editor,3,2,0,34,0.0000
Ireland,Review Editor,3,3,0,19,0.0000
Ireland,Review Editor,4,1,0,26,0.0000
Ireland,Review Editor,4,2,1,46,2.1739
Ireland,Review Editor,4,3,0,26,0.0000
Ireland,Review Editor,5,1,0,50,0.0000
Ireland,Review Editor,5,2,0,66,0.0000
Ireland,Review Editor,5,3,0,36,0.0000
Ireland,Contributing Author,1,1,0,29,0.0000
Ireland,Contributing Author,1,2,1,147,0.6803
Ireland,Contributing Author,1,3,0,9,0.0000
Ireland,Contributing Author,2,1,0,352,0.0000
Ireland,Contributing Author,2,2,0,294,0.0000
Ireland,Contributing Author,2,3,0,28,0.0000
Ireland,Contributing Author,3,1,0,518,0.0000
Ireland,Contributing Author,3,2,0,232,0.0000
Ireland,Contributing Author,3,3,0,71,0.0000
Ireland,Contributing Author,4,1,0,496,0.0000
Ireland,Contributing Author,4,2,2,217,0.9217
Ireland,Contributing Author,4,3,0,84,0.0000
Ireland,Contributing Author,5,1,1,603,0.1658
Ireland,Contributing Author,5,2,1,386,0.2591
Israel,Coordinating Lead Author,1,1,0,34,0.0000
Israel,Coordinating Lead Author,1,2,0,13,0.0000
Israel,Coordinating Lead Author,1,3,0,19,0.0000
Israel,Coordinating Lead Author,2,1,0,15,0.0000
Israel,Coordinating Lead Author,2,2,0,43,0.0000
Israel,Coordinating Lead Author,2,3,0,12,0.0000
Israel,Coordinating Lead Author,3,1,0,23,0.0000
Israel,Coordinating Lead Author,3,2,0,42,0.0000
Israel,Coordinating Lead Author,3,3,0,20,0.0000
Israel,Coordinating Lead Author,4,1,0,25,0.0000
Israel,Coordinating Lead Author,4,2,0,51,0.0000
Israel,Coordinating Lead Author,4,3,0,25,0.0000
Israel,Coordinating Lead Author,5,1,0,29,0.0000
Israel,Coordinating Lead Author,5,2,0,64,0.0000
Israel,Coordinating Lead Author,5,3,0,34,0.0000
Israel,Lead Author,1,1,0,214,0.0000
Israel,Lead Author,1,2,0,11,0.0000
Israel,Lead Author,1,3,0,43,0.0000
Israel,Lead Author,2,1,0,84,0.0000
Israel,Lead Author,2,2,0,287,0.0000
Israel,Lead Author,2,3,0,65,0.0000
Israel,Lead Author,3,1,0,137,0.0000
Israel,Lead Author,3,2,1,184,0.5435
Israel,Lead Author,3,3,0,139,0.0000
Israel,Lead Author,4,1,0,139,0.0000
Israel,Lead Author,4,2,0,197,0.0000
Israel,Lead Author,4,3,0,175,0.0000
Israel,Lead Author,5,1,0,195,0.0000
Israel,Lead Author,5,2,0,236,0.0000
Israel,Lead Author,5,3,0,243,0.0000
Israel,Review Editor,3,1,0,21,0.0000
Israel,Review Editor,3,2,0,34,0.0000
Israel,Review Editor,3,3,1,19,5.2632
Israel,Review Editor,4,1,0,26,0.0000
Israel,Review Editor,4,2,1,46,2.1739
Israel,Review Editor,4,3,0,26,0.0000
Israel,Review Editor,5,1,0,50,0.0000
Israel,Review Editor,5,2,0,66,0.0000
Israel,Review Editor,5,3,0,36,0.0000
Israel,Contributing Author,1,1,0,29,0.0000
Israel,Contributing Author,1,2,1,147,0.6803
Israel,Contributing Author,1,3,0,9,0.0000
Israel,Contributing Author,2,1,1,352,0.2841
Israel,Contributing Author,2,2,1,294,0.3401
Israel,Contributing Author,2,3,0,28,0.0000
Israel,Contributing Author,3,1,0,518,0.0000
Israel,Contributing Author,3,2,0,232,0.0000
Israel,Contributing Author,3,3,0,71,0.0000
Israel,Contributing Author,4,1,0,496,0.0000
Israel,Contributing Author,4,2,0,217,0.0000
Israel,Contributing Author,4,3,0,84,0.0000
Israel,Contributing Author,5,1,0,603,0.0000
Israel,Contributing Author,5,2,0,386,0.0000
Italy,Coordinating Lead Author,1,1,0,34,0.0000
Italy,Coordinating Lead Author,1,2,0,13,0.0000
Italy,Coordinating Lead Author,1,3,0,19,0.0000
Italy,Coordinating Lead Author,2,1,0,15,0.0000
Italy,Coordinating Lead Author,2,2,0,43,0.0000
Italy,Coordinating Lead Author,2,3,0,12,0.0000
Italy,Coordinating Lead Author,3,1,1,23,4.3478
Italy,Coordinating Lead Author,3,2,0,42,0.0000
Italy,Coordinating Lead Author,3,3,0,20,0.0000
Italy,Coordinating Lead Author,4,1,0,25,0.0000
Italy,Coordinating Lead Author,4,2,0,51,0.0000
Italy,Coordinating Lead Author,4,3,0,25,0.0000
Italy,Coordinating Lead Author,5,1,0,29,0.0000
Italy,Coordinating Lead Author,5,2,1,64,1.5625
Italy,Coordinating Lead Author,5,3,0,34,0.0000
Italy,Lead Author,1,1,0,214,0.0000
Italy,Lead Author,1,2,0,11,0.0000
Italy,Lead Author,1,3,1,43,2.3256
Italy,Lead Author,2,1,0,84,0.0000
Italy,Lead Author,2,2,2,287,0.6969
Italy,Lead Author,2,3,2,65,3.0769
Italy,Lead Author,3,1,2,137,1.4599
Italy,Lead Author,3,2,0,184,0.0000
Italy,Lead Author,3,3,1,139,0.7194
Italy,Lead Author,4,1,1,139,0.7194
Italy,Lead Author,4,2,4,197,2.0305
Italy,Lead Author,4,3,1,175,0.5714
Italy,Lead Author,5,1,2,195,1.0256
Italy,Lead Author,5,2,3,236,1.2712
Italy,Lead Author,5,3,6,243,2.4691
Italy,Review Editor,3,1,0,21,0.0000
Italy,Review Editor,3,2,0,34,0.0000
Italy,Review Editor,3,3,0,19,0.0000
Italy,Review Editor,4,1,2,26,7.6923
Italy,Review Editor,4,2,0,46,0.0000
Italy,Review Editor,4,3,0,26,0.0000
Italy,Review Editor,5,1,1,50,2.0000
Italy,Review Editor,5,2,0,66,0.0000
Italy,Review Editor,5,3,1,36,2.7778
Italy,Contributing Author,1,1,0,29,0.0000
Italy,Contributing Author,1,2,0,147,0.0000
Italy,Contributing Author,1,3,0,9,0.0000
Italy,Contributing Author,2,1,3,352,0.8523
Italy,Contributing Author,2,2,4,294,1.3605
Italy,Contributing Author,2,3,0,28,0.0000
Italy,Contributing Author,3,1,5,518,0.9653
Italy,Contributing Author,3,2,0,232,0.0000
Italy,Contributing Author,3,3,0,71,0.0000
Italy,Contributing Author,4,1,2,496,0.4032
Italy,Contributing Author,4,2,1,217,0.4608
Italy,Contributing Author,4,3,2,84,2.3810
Italy,Contributing Author,5,1,5,603,0.8292
Italy,Contributing Author,5,2,8,386,2.0725
Jamaica,Coordinating Lead Author,1,1,0,34,0.0000
Jamaica,Coordinating Lead Author,1,2,0,13,0.0000
Jamaica,Coordinating Lead Author,1,3,0,19,0.0000
Jamaica,Coordinating Lead Author,2,1,0,15,0.0000
Jamaica,Coordinating Lead Author,2,2,0,43,0.0000
Jamaica,Coordinating Lead Author,2,3,0,12,0.0000
Jamaica,Coordinating Lead Author,3,1,0,23,0.0000
Jamaica,Coordinating Lead Author,3,2,0,42,0.0000
Jamaica,Coordinating Lead Author,3,3,0,20,0.0000
Jamaica,Coordinating Lead Author,4,1,0,25,0.0000
Jamaica,Coordinating Lead Author,4,2,0,51,0.0000
Jamaica,Coordinating Lead Author,4,3,0,25,0.0000
Jamaica,Coordinating Lead Author,5,1,0,29,0.0000
Jamaica,Coordinating Lead Author,5,2,0,64,0.0000
Jamaica,Coordinating Lead Author,5,3,0,34,0.0000
Jamaica,Lead Author,1,1,0,214,0.0000
Jamaica,Lead Author,1,2,0,11,0.0000
Jamaica,Lead Author,1,3,0,43,0.0000
Jamaica,Lead Author,2,1,0,84,0.0000
Jamaica,Lead Author,2,2,1,287,0.3484
Jamaica,Lead Author,2,3,0,65,0.0000
Jamaica,Lead Author,3,1,0,137,0.0000
Jamaica,Lead Author,3,2,0,184,0.0000
Jamaica,Lead Author,3,3,0,139,0.0000
Jamaica,Lead Author,4,1,1,139,0.7194
Jamaica,Lead Author,4,2,0,197,0.0000
Jamaica,Lead Author,4,3,0,175,0.0000
Jamaica,Lead Author,5,1,0,195,0.0000
Jamaica,Lead Author,5,2,1,236,0.4237
Jamaica,Lead Author,5,3,0,243,0.0000
Jamaica,Review Editor,3,1,0,21,0.0000
Jamaica,Review Editor,3,2,0,34,0.0000
Jamaica,Review Editor,3,3,0,19,0.0000
Jamaica,Review Editor,4,1,0,26,0.0000
Jamaica,Review Editor,4,2,0,46,0.0000
Jamaica,Review Editor,4,3,0,26,0.0000
Jamaica,Review Editor,5,1,0,50,0.0000
Jamaica,Review Editor,5,2,0,66,0.0000
Jamaica,Review Editor,5,3,0,36,0.0000
Jamaica,Contributing Author,1,1,0,29,0.0000
Jamaica,Contributing Author,1,2,0,147,0.0000
Jamaica,Contributing Author,1,3,0,9,0.0000
Jamaica,Contributing Author,2,1,0,352,0.0000
Jamaica,Contributing Author,2,2,0,294,0.0000
Jamaica,Contributing Author,2,3,0,28,0.0000
Jamaica,Contributing Author,3,1,0,518,0.0000
Jamaica,Contributing Author,3,2,0,232,0.0000
Jamaica,Contributing Author,3,3,0,71,0.0000
Jamaica,Contributing Author,4,1,0,496,0.0000
Jamaica,Contributing Author,4,2,0,217,0.0000
Jamaica,Contributing Author,4,3,0,84,0.0000
Jamaica,Contributing Author,5,1,0,603,0.0000
Jamaica,Contributing Author,5,2,1,386,0.2591
Japan,Coordinating Lead Author,1,1,1,34,2.9412
Japan,Coordinating Lead Author,1,2,0,13,0.0000
Japan,Coordinating Lead Author,1,3,2,19,10.5263
Japan,Coordinating Lead Author,2,1,0,15,0.0000
Japan,Coordinating Lead Author,2,2,4,43,9.3023
Japan,Coordinating Lead Author,2,3,0,12,0.0000
Japan,Coordinating Lead Author,3,1,0,23,0.0000
Japan,Coordinating Lead Author,3,2,1,42,2.3810
Japan,Coordinating Lead Author,3,3,1,20,5.0000
Japan,Coordinating Lead Author,4,1,0,25,0.0000
Japan,Coordinating Lead Author,4,2,2,51,3.9216
Japan,Coordinating Lead Author,4,3,1,25,4.0000
Japan,Coordinating Lead Author,5,1,0,29,0.0000
Japan,Coordinating Lead Author,5,2,3,64,4.6875
Japan,Coordinating Lead Author,5,3,1,34,2.9412
Japan,Lead Author,1,1,4,214,1.8692
Japan,Lead Author,1,2,2,11,18.1818
Japan,Lead Author,1,3,3,43,6.9767
Japan,Lead Author,2,1,2,84,2.3810
Japan,Lead Author,2,2,17,287,5.9233
Japan,Lead Author,2,3,2,65,3.0769
Japan,Lead Author,3,1,3,137,2.1898
Japan,Lead Author,3,2,7,184,3.8043
Japan,Lead Author,3,3,12,139,8.6331
Japan,Lead Author,4,1,7,139,5.0360
Japan,Lead Author,4,2,5,197,2.5381
Japan,Lead Author,4,3,13,175,7.4286
Japan,Lead Author,5,1,8,195,4.1026
Japan,Lead Author,5,2,9,236,3.8136
Japan,Lead Author,5,3,9,243,3.7037
Japan,Review Editor,3,1,1,21,4.7619
Japan,Review Editor,3,2,0,34,0.0000
Japan,Review Editor,3,3,2,19,10.5263
Japan,Review Editor,4,1,3,26,11.5385
Japan,Review Editor,4,2,1,46,2.1739
Japan,Review Editor,4,3,1,26,3.8462
Japan,Review Editor,5,1,2,50,4.0000
Japan,Review Editor,5,2,3,66,4.5455
Japan,Review Editor,5,3,0,36,0.0000
Japan,Contributing Author,1,1,0,29,0.0000
Japan,Contributing Author,1,2,3,147,2.0408
Japan,Contributing Author,1,3,0,9,0.0000
Japan,Contributing Author,2,1,10,352,2.8409
Japan,Contributing Author,2,2,6,294,2.0408
Japan,Contributing Author,2,3,0,28,0.0000
Japan,Contributing Author,3,1,14,518,2.7027
Japan,Contributing Author,3,2,4,232,1.7241
Japan,Contributing Author,3,3,6,71,8.4507
Japan,Contributing Author,4,1,19,496,3.8306
Japan,Contributing Author,4,2,4,217,1.8433
Japan,Contributing Author,4,3,5,84,5.9524
Japan,Contributing Author,5,1,17,603,2.8192
Japan,Contributing Author,5,2,6,386,1.5544
Kazakhstan,Coordinating Lead Author,1,1,0,34,0.0000
Kazakhstan,Coordinating Lead Author,1,2,0,13,0.0000
Kazakhstan,Coordinating Lead Author,1,3,0,19,0.0000
Kazakhstan,Coordinating Lead Author,2,1,0,15,0.0000
Kazakhstan,Coordinating Lead Author,2,2,0,43,0.0000
Kazakhstan,Coordinating Lead Author,2,3,0,12,0.0000
Kazakhstan,Coordinating Lead Author,3,1,0,23,0.0000
Kazakhstan,Coordinating Lead Author,3,2,1,42,2.3810
Kazakhstan,Coordinating Lead Author,3,3,0,20,0.0000
Kazakhstan,Coordinating Lead Author,4,1,0,25,0.0000
Kazakhstan,Coordinating Lead Author,4,2,0,51,0.0000
Kazakhstan,Coordinating Lead Author,4,3,0,25,0.0000
Kazakhstan,Coordinating Lead Author,5,1,0,29,0.0000
Kazakhstan,Coordinating Lead Author,5,2,0,64,0.0000
Kazakhstan,Coordinating Lead Author,5,3,0,34,0.0000
Kazakhstan,Lead Author,1,1,0,214,0.0000
Kazakhstan,Lead Author,1,2,0,11,0.0000
Kazakhstan,Lead Author,1,3,0,43,0.0000
Kazakhstan,Lead Author,2,1,0,84,0.0000
Kazakhstan,Lead Author,2,2,0,287,0.0000
Kazakhstan,Lead Author,2,3,0,65,0.0000
Kazakhstan,Lead Author,3,1,0,137,0.0000
Kazakhstan,Lead Author,3,2,1,184,0.5435
Kazakhstan,Lead Author,3,3,0,139,0.0000
